"2014-07-05 12:42:51",EventLogger,log_opened,"Log opened upon Event Logger startup."
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000049,"2000|18"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000055,"2000|14"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000062,"2000|16"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000068,"2000|21"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000074,"2000|13"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000103,"2100|1"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000109,"2100|2"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000114,"2100|3"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000120,"2100|4"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000126,"2100|6"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000131,"2100|7"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000137,"2100|10"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000143,"2100|11"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000148,"2100|16"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000154,"2100|18"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000160,"2100|17"
"2014-07-05 12:43:32","AIR:401000000","building-cog",401000166,"2100|21|c|3"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000168,"2100|24"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000174,"2100|25"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000180,"2100|26"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000186,"2100|29"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000192,"2100|32"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000198,"2100|33"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000204,"2100|38"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000209,"2100|57"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000215,"2100|39"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000221,"2100|43"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000227,"2100|44"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000233,"2100|49"
"2014-07-05 12:43:32","AIR:401000000","building-toon",401000239,"2100|60"
